France,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,2022,255044.8,,,,,
France,G45,Wholesale and retail trade and repair of motor vehicles and motorcycles,2022,30784.8,,,,,
France,G46,"Wholesale trade, except of motor vehicles and motorcycles",2022,118107.7,,,,,
France,G47,"Retail trade, except of motor vehicles and motorcycles",2022,106152.3,,,,,
France,H,Transportation and storage,2022,128549.7,,,,,
France,H49,Land transport and transport via pipelines,2022,42944.5,,,,,
France,H50,Water transport,2022,21525.7,,,,,
France,H51,Air transport,2022,8215.7,,,,,
France,H52,Warehousing and support activities for transportation,2022,49437,,,,,
France,H53,Postal and courier activities,2022,6426.8,,,,,
France,I,Accommodation and food service activities,2022,41936.5,,,,,
France,J,Information and communication,2022,128804.5,,,,,
France,J58,Publishing activities,2022,15490.9,,,,,
France,J58T60,"Publishing, motion picture, video, television programme production; sound recording, programming and broadcasting activities",2022,26865.4,,,,,
France,J59_60,"Motion picture, video, television programme production; programming and broadcasting activities",2022,11374.5,,,,,
France,J61,Telecommunications,2022,22004,,,,,
France,J62_63,"Computer programming, consultancy, and information service activities",2022,79935.1,,,,,
France,K,Financial and insurance activities,2022,87782.3,,,,,
France,K64,"Financial service activities, except insurance and pension funding",2022,49979.3,,,,,
France,K65,"Insurance, reinsurance and pension funding, except compulsory social security",2022,10061.3,,,,,
France,K66,Activities auxiliary to financial service and insurance activities,2022,27741.7,,,,,
France,L,Real estate activities,2022,324640.2,,,,,
France,L68A,Imputed rents of owner-occupied dwellings,2022,198797.5,,,,,
France,M,"Professional, scientific and technical activities",2022,201779.7,,,,,
France,M69_70,Legal and accounting activities; activities of head offices; management consultancy activities,2022,98248.7,,,,,
France,M69T71,Legal and accounting activities; activities of head offices; management consultancy activities; architectural and engineering activities; technical testing and analysis,2022,137382.4,,,,,
France,M71,Architectural and engineering activities; technical testing and analysis,2022,39133.7,,,,,
France,M72,Scientific research and development,2022,47360,,,,,
France,M73,Advertising and market research,2022,8819.6,,,,,
France,M73T75,"Advertising and market research; other professional, scientific and technical activities; veterinary activities",2022,17037.3,,,,,
France,M74_75,"Other professional, scientific and technical activities; veterinary activities",2022,8217.7,,,,,
France,N,Administrative and support service activities,2022,139500.1,,,,,
France,N77,Rental and leasing activities,2022,39840.6,,,,,
France,N78,Employment activities,2022,41667.6,,,,,
France,N79,"Travel agency, tour operator, reservation service and related activities",2022,2321.9,,,,,
France,N80T82,"Security and investigation, service and landscape, office administrative and support activities",2022,55670,,,,,
France,O,Public administration and defence; compulsory social security,2022,182437.3,,,,,
France,P,Education,2022,124383.4,,,,,
France,Q,Human health and social work activities,2022,212032.8,,,,,
France,Q86,Human health activities,2022,141485.8,,,,,
France,Q87_88,Residential care activities and social work activities without accommodation,2022,70547,,,,,
France,R,"Arts, entertainment and recreation",2022,31340.5,,,,,
France,R90T92,"Creative, arts and entertainment activities; libraries, archives, museums and other cultural activities; gambling and betting activities",2022,16938.1,,,,,
France,R93,Sports activities and amusement and recreation activities,2022,14402.4,,,,,
France,S,Other service activities,2022,32952.2,,,,,
France,S94,Activities of membership organizations,2022,16817.2,,,,,
France,S95,Repair of computers and personal and household goods,2022,5211.8,,,,,
France,S96,Other personal service activities,2022,10923.2,,,,,
France,T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,2022,3146.7,,,,,
France,U,Activities of extraterritorial organizations and bodies,2022,0,,,,,
,,,,,,,,,
Germany,_T,Total - all activities,2022,3562822,,,,,
Germany,A,"Agriculture, forestry and fishing",2022,39695,,,,,
Germany,A01,"Crop and animal production, hunting and related service activities",2022,35641,,,,,
Germany,A02,Forestry and logging,2022,3698,,,,,
Germany,A03,Fishing and aquaculture,2022,356,,,,,
Germany,B,Mining and quarrying,2022,6142,,,,,
Germany,C,Manufacturing,2022,722622,,,,,
Germany,C10T12,Manufacture of food products; beverages and tobacco products,2022,49103,,,,,
Germany,C13T15,"Manufacture of textiles, wearing apparel, leather and related products",2022,7740,,,,,
Germany,C16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2022,10614,,,,,
Germany,C16T18,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials; manufacture of paper and paper products; printing and reproduction of recorded media",2022,28427,,,,,
Germany,C17,Manufacture of paper and paper products,2022,11462,,,,,
Germany,C18,Printing and reproduction of recorded media,2022,6351,,,,,
Germany,C19,Manufacture of coke and refined petroleum products,2022,11505,,,,,
